产品名称,产品编号,整体尺寸,颜色版本,序号,物料编码,部件编号,物料名称,规格型号,材质,颜色,属性,数量
BOM - LGS033-3列3层9抽-45inch,LGS033KD02S,300Dx1138Wx681Hmm,复古色,0,LGS033WJBBH,无,LGS033五金包,详见明细,无,黑色,零件,1
BOM - LGS033-3列3层9抽-45inch,LGS033KD02S,300Dx1138Wx681Hmm,白色,0,LGS033WJBWH,无,LGS033五金包,详见明细,无,黑色,零件,1
BOM - LGS033-3列3层9抽-45inch,LGS033KD02S,300Dx1138Wx681Hmm,复古色,1,SLHGZZ001BH,BL,280mm布抽条左,280x25x23mm,PP&GF40,黑色,零件,9
BOM - LGS033-3列3层9抽-45inch,LGS033KD02S,300Dx1138Wx681Hmm,复古色,2,SLHGZY001BH,BR,280mm布抽条右,280x25x23mm,PP&GF40,黑色,零件,9
BOM - LGS033-3列3层9抽-45inch,LGS033KD02S,300Dx1138Wx681Hmm,复古色,3,ZJG150654BH,M,54底脚,70x15x15,Q195,黑砂纹,零件,2
BOM - LGS033-3列3层9抽-45inch,LGS033KD02S,300Dx1138Wx681Hmm,复古色,4,LG05595BH,X02,595拉杆,Ø5x595mm,Q195,黑砂纹,零件,2
BOM - LGS033-3列3层9抽-45inch,LGS033KD02S,300Dx1138Wx681Hmm,复古色,5,LGS033ZYKBH,C,LGS033中框,584x290x15mm,Q195,黑砂纹,零件,2
BOM - LGS033-3列3层9抽-45inch,LGS033KD02S,300Dx1138Wx681Hmm,复古色,6,LGS033YKBH,E,LGS033右侧框,659x290x15mm,Q195,黑砂纹,零件,1
BOM - LGS033-3列3层9抽-45inch,LGS033KD02S,300Dx1138Wx681Hmm,复古色,7,LGS033ZKBH,D,LGS033左侧框,659x290x15mm,Q195,黑砂纹,零件,1
BOM - LGS033-3列3层9抽-45inch,LGS033KD02S,300Dx1138Wx681Hmm,复古色,8,LGS033QHHLBH,F,LGS033底部横杆,1098x15x15mm,Q195,黑砂纹,零件,2
BOM - LGS033-3列3层9抽-45inch,LGS033KD02S,300Dx1138Wx681Hmm,复古色,9,LGS033DB101KD,A,LGS033顶面板,1138x300x12mm,PB,复古色,零件,1
BOM - LGS033-3列3层9抽-45inch,LGS033KD02S,300Dx1138Wx681Hmm,复古色,10,BC348282186KD,Y05,LGS布抽35x28x18.7,350x280x187mm,MDF&无纺布,复古色,零件,9
BOM - LGS033-3列3层9抽-45inch,LGS033KD02S,300Dx1138Wx681Hmm,复古色,11,BCDB33827223BH,Z05,LGS布抽底板28x35,345x275x3mm,MDF&无纺布,黑色,零件,9
BOM - LGS033-3列3层9抽-45inch,LGS033KD02S,300Dx1138Wx681Hmm,复古色,12,LGS033PKXKD,无,平口箱,1185×330×115mm,瓦楞纸,纸色,包材,1
BOM - LGS033-3列3层9抽-45inch,LGS033KD02S,300Dx1138Wx681Hmm,复古色,13,ZHJ5050100,无,纸护角,50×50×100mm,瓦楞纸,纸色,包材,4
BOM - LGS033-3列3层9抽-45inch,LGS033KD02S,300Dx1138Wx681Hmm,复古色,14,PPHJ1285,无,PP护角,"内径高12mm,边厚度8.5mm",PP,黑色,包材,4
BOM - LGS033-3列3层9抽-45inch,LGS033KD02S,300Dx1138Wx681Hmm,复古色,15,LGS033PM001,无,泡沫,"20Kg,320×100×8mm",EPS泡沫,白色,包材,2
BOM - LGS033-3列3层9抽-45inch,LGS033KD02S,300Dx1138Wx681Hmm,复古色,16,LGS033ZK,无,纸卡,单瓦1100×60mm,瓦楞纸单瓦,纸色,包材,2
BOM - LGS033-3列3层9抽-45inch,LGS033KD02S,300Dx1138Wx681Hmm,复古色,17,LGS033SMS,无,说明书,A4,铜版纸,黑白,包材,1
BOM - LGS033-3列3层9抽-45inch,LGS033KD02S,300Dx1138Wx681Hmm,复古色,18,XHBBL010,无,序号标BL,∅10mm,不干胶纸,白底黑字,包材,1
BOM - LGS033-3列3层9抽-45inch,LGS033KD02S,300Dx1138Wx681Hmm,复古色,19,XHBBR010,无,序号标BR,∅10mm,不干胶纸,白底黑字,包材,1
BOM - LGS033-3列3层9抽-45inch,LGS033KD02S,300Dx1138Wx681Hmm,复古色,20,JGB120052,无,警告标,120×52mm,不干胶纸,按样,包材,1
BOM - LGS033-3列3层9抽-45inch,LGS033KD02S,300Dx1138Wx681Hmm,复古色,1,LNSLSD65254BZ,1,L型内六角带十字螺丝刀,S4,#10,镀锌,五金包,1
BOM - LGS033-3列3层9抽-45inch,LGS033KD02S,300Dx1138Wx681Hmm,复古色,2,NLPLS6022BH,2,M6x22内六角螺丝,M6x22mm,#10,黑色,五金包,16+2
BOM - LGS033-3列3层9抽-45inch,LGS033KD02S,300Dx1138Wx681Hmm,复古色,3,NLPLS6010BH,3,M6x10内六角螺丝,M6x10mm,#10,黑色,五金包,4+1
BOM - LGS033-3列3层9抽-45inch,LGS033KD02S,300Dx1138Wx681Hmm,复古色,4,BCLS129228BH,4,把手,129x22x8mm,PP&GF40,黑色,五金包,9
BOM - LGS033-3列3层9抽-45inch,LGS033KD02S,300Dx1138Wx681Hmm,复古色,5,ZGLS4010CZ,5,ST4x10圆头十字自攻螺丝,ST4x10mm,#10,黑色,五金包,18+2
BOM - LGS033-3列3层9抽-45inch,LGS033KD02S,300Dx1138Wx681Hmm,复古色,6,SLPZLS6030WH,6,塑料膨胀螺丝,6x30mm,PP,白色,五金包,2
BOM - LGS033-3列3层9抽-45inch,LGS033KD02S,300Dx1138Wx681Hmm,复古色,7,ZGLS3560BH,6,自攻螺丝,M3.5*60mm,#10,黑色,五金包,2
BOM - LGS033-3列3层9抽-45inch,LGS033KD02S,300Dx1138Wx681Hmm,复古色,8,TZJD629825BH,7,10-底脚,M6x10mm,PP&镀锌碳钢,黑色,五金包,6
BOM - LGS033-3列3层9抽-45inch,LGS033KD02S,300Dx1138Wx681Hmm,复古色,9,NLDP15508020BH,8,尼龙垫片,外径15.5×内孔8.0×厚2.0mm,PP,黑色,五金包,2
BOM - LGS033-3列3层9抽-45inch,LGS033WH02S,300Dx1138Wx681Hmm,白色,1,SLHGZZ001WH,BL,280mm布抽条左,280x25x23mm,PP&GF40,白色,零件,9
BOM - LGS033-3列3层9抽-45inch,LGS033WH02S,300Dx1138Wx681Hmm,白色,2,SLHGZY001WH,BR,280mm布抽条右,280x25x23mm,PP&GF40,白色,零件,9
BOM - LGS033-3列3层9抽-45inch,LGS033WH02S,300Dx1138Wx681Hmm,白色,3,ZJG150654WH,M,54底脚,70x15x15,Q195,白砂纹,零件,2
BOM - LGS033-3列3层9抽-45inch,LGS033WH02S,300Dx1138Wx681Hmm,白色,4,LG05595WH,X02,595拉杆,Ø5x595mm,Q195,白砂纹,零件,2
BOM - LGS033-3列3层9抽-45inch,LGS033WH02S,300Dx1138Wx681Hmm,白色,5,LGS033ZYKWH,C,LGS033中框,584x290x15mm,Q195,白砂纹,零件,2
BOM - LGS033-3列3层9抽-45inch,LGS033WH02S,300Dx1138Wx681Hmm,白色,6,LGS033YKWH,E,LGS033右侧框,659x290x15mm,Q195,白砂纹,零件,1
BOM - LGS033-3列3层9抽-45inch,LGS033WH02S,300Dx1138Wx681Hmm,白色,7,LGS033ZKWH,D,LGS033左侧框,659x290x15mm,Q195,白砂纹,零件,1
BOM - LGS033-3列3层9抽-45inch,LGS033WH02S,300Dx1138Wx681Hmm,白色,8,LGS033QHHLWH,F,LGS033底部横杆,1098x15x15mm,Q195,白砂纹,零件,2
BOM - LGS033-3列3层9抽-45inch,LGS033WH02S,300Dx1138Wx681Hmm,白色,9,LGS033DB101WH,A,LGS033顶面板,1138x300x12mm,PB,白色,零件,1
BOM - LGS033-3列3层9抽-45inch,LGS033WH02S,300Dx1138Wx681Hmm,白色,10,BC348282186WH,Y05,LGS布抽35x28x18.7,280x350x187mm,MDF&无纺布,白色,零件,9
BOM - LGS033-3列3层9抽-45inch,LGS033WH02S,300Dx1138Wx681Hmm,白色,11,BCDB33827223WH,Z05,LGS布抽底板28x35,275x345x3mm,MDF&无纺布,白色,零件,9
BOM - LGS033-3列3层9抽-45inch,LGS033WH02S,300Dx1138Wx681Hmm,白色,12,LGS033PKXWH,无,平口箱,1185×330×115mm,瓦楞纸,纸色,包材,1
BOM - LGS033-3列3层9抽-45inch,LGS033WH02S,300Dx1138Wx681Hmm,白色,13,ZHJ5050100,无,纸护角,50×50×100mm,瓦楞纸,纸色,包材,4
BOM - LGS033-3列3层9抽-45inch,LGS033WH02S,300Dx1138Wx681Hmm,白色,14,PPHJ1285,无,PP护角,"内径高12mm,边厚度8.5mm",PP,黑色,包材,4
BOM - LGS033-3列3层9抽-45inch,LGS033WH02S,300Dx1138Wx681Hmm,白色,15,LGS033PM001,无,泡沫,"20Kg,320×100×8mm",EPS泡沫,白色,包材,2
BOM - LGS033-3列3层9抽-45inch,LGS033WH02S,300Dx1138Wx681Hmm,白色,16,LGS033ZK,无,纸卡,单瓦1100×60mm,瓦楞纸单瓦,纸色,包材,2
BOM - LGS033-3列3层9抽-45inch,LGS033WH02S,300Dx1138Wx681Hmm,白色,17,LGS033SMS,无,说明书,A4,铜版纸,黑白,包材,1
BOM - LGS033-3列3层9抽-45inch,LGS033WH02S,300Dx1138Wx681Hmm,白色,18,XHBBL010,无,序号标BL,∅10mm,不干胶纸,白底黑字,包材,1
BOM - LGS033-3列3层9抽-45inch,LGS033WH02S,300Dx1138Wx681Hmm,白色,19,XHBBR010,无,序号标BR,∅10mm,不干胶纸,白底黑字,包材,1
BOM - LGS033-3列3层9抽-45inch,LGS033WH02S,300Dx1138Wx681Hmm,白色,20,JGB120052,无,警告标,120×52mm,不干胶纸,按样,包材,1
BOM - LGS033-3列3层9抽-45inch,LGS033WH02S,300Dx1138Wx681Hmm,白色,1,LNSLSD65254BZ,1,L型内六角带十字螺丝刀,S4,#10,镀锌,五金包,1
BOM - LGS033-3列3层9抽-45inch,LGS033WH02S,300Dx1138Wx681Hmm,白色,2,NLPLS6022BZ,2,M6x22内六角螺丝,M6x22mm,#10,镀锌,五金包,16+2
BOM - LGS033-3列3层9抽-45inch,LGS033WH02S,300Dx1138Wx681Hmm,白色,3,NLPLS6010BZ,3,M6x10内六角螺丝,M6x10mm,#10,镀锌,五金包,4+1
