产品名称,产品编号,整体尺寸,颜色版本,序号,物料编码,部件编号,物料名称,规格型号,材质,颜色,属性,数量
BOM - 复古色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031K101S,300Dx1138Wx598Hmm,复古色,0,LGS031WJBBH,无,LGS031五金包,详见明细,无,黑色,零件,1
BOM - 复古色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031K101S,300Dx1138Wx598Hmm,黑色,0,LGS031WJBBH,无,LGS031五金包,详见明细,无,黑色,零件,1
BOM - 复古色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031K101S,300Dx1138Wx598Hmm,复古色,1,PC221BH,S,排插带尾插,英规-2AC+1USB+1 Type C插座,ABS,黑色,零件,1
BOM - 复古色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031K101S,300Dx1138Wx598Hmm,复古色,2,LGS031DB101KD,A1,LGS031-顶板,1138x300x12mm,PB,复古色,零件,1
BOM - 复古色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031K101S,300Dx1138Wx598Hmm,复古色,3,DD1050,R,1050-灯带,DC12V，SMD5050，1050mm,FPCB,黑泊板,零件,1
BOM - 复古色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031K101S,300Dx1138Wx598Hmm,复古色,4,DD1050,R1,自粘灯带固定卡扣,以实际为准,PP,本色,零件,5
BOM - 复古色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031K101S,300Dx1138Wx598Hmm,复古色,5,BCDB35027223BH,Z05,LGS布抽底板28X35,345x275x3mm,MDF&无纺布,黑色,零件,1
BOM - 复古色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031K101S,300Dx1138Wx598Hmm,复古色,6,BC350282188KD,Y05,LGS布抽35x28x18.7,350x280x187mm,MDF&无纺布,复古色,零件,1
BOM - 复古色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031K101S,300Dx1138Wx598Hmm,复古色,7,LGS031YZKBH,C2,LGS031-右中框,576x290x15mm,Q195,黑砂纹,零件,1
BOM - 复古色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031K101S,300Dx1138Wx598Hmm,复古色,8,SLHGZY001BH,BR,280mm布抽条右,280x25x20mm,PP&GF40,黑色,零件,1
BOM - 复古色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031K101S,300Dx1138Wx598Hmm,复古色,9,LGS031ZZKBH,C1,LGS031-左中框,576x290x15mm,Q195,黑砂纹,零件,1
BOM - 复古色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031K101S,300Dx1138Wx598Hmm,复古色,10,LGS031CB101KD,A2,LGS031-层板,356x290x12mm,PB,复古色,零件,3
BOM - 复古色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031K101S,300Dx1138Wx598Hmm,复古色,11,LGS031ZYKBH,D,LGS031-左右侧框,576x290x15mm,Q195,黑砂纹,零件,2
BOM - 复古色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031K101S,300Dx1138Wx598Hmm,复古色,12,SLHGZZ001BH,BL,280mm布抽条左,280x25x20mm,PP&GF40,黑色,零件,1
BOM - 复古色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031K101S,300Dx1138Wx598Hmm,复古色,13,LGS031XHLBH,E,LGS031-顶部横杆,356x15x15mm,Q195,黑砂纹,零件,4
BOM - 复古色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031K101S,300Dx1138Wx598Hmm,复古色,14,LGS031PKXKD,无,LGS031-平口箱,1138×335×100mm,瓦楞纸,纸色,包材,1
BOM - 复古色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031K101S,300Dx1138Wx598Hmm,复古色,15,ZHJ505075,无,纸护角,50×50×75mm,瓦楞纸,纸色,包材,4
BOM - 复古色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031K101S,300Dx1138Wx598Hmm,复古色,16,LGS031ZK,无,纸卡,单瓦1100×60,瓦楞纸单瓦,纸色,包材,2
BOM - 复古色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031K101S,300Dx1138Wx598Hmm,复古色,17,LGS031PM001,无,泡沫,"20Kg,325×75×8mm",EPS泡沫,白色,包材,2
BOM - 复古色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031K101S,300Dx1138Wx598Hmm,复古色,18,LGS031PM002,无,泡沫,"16Kg,320×25×17mm",EPS泡沫,白色,包材,2
BOM - 复古色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031K101S,300Dx1138Wx598Hmm,复古色,19,PPHJ1285,无,PP护角,"内径高12mm,边厚度8.5mm",PP,黑色,包材,16
BOM - 复古色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031K101S,300Dx1138Wx598Hmm,复古色,20,JGB120052,无,警告标,120×52mm,不干胶纸,按样,包材,1
BOM - 复古色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031K101S,300Dx1138Wx598Hmm,复古色,21,LGS031SMS,无,说明书,A4,铜版纸,黑白,包材,1
BOM - 烟墨黑色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031B101S,300Dx1138Wx598Hmm,黑色,1,PC221BH,S,排插带尾插,英规-2AC+1USB+1 Type C插座,ABS,黑色,零件,1
BOM - 烟墨黑色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031B101S,300Dx1138Wx598Hmm,黑色,2,LGS031DB101BH,A1,LGS031-顶板,1138x300x12mm,PB,黑色,零件,1
BOM - 烟墨黑色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031B101S,300Dx1138Wx598Hmm,黑色,3,DD1050,R,1050-灯带,DC12V，SMD5050，1050mm,FPCB,黑泊板,零件,1
BOM - 烟墨黑色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031B101S,300Dx1138Wx598Hmm,黑色,4,DD1050,R1,自粘灯带固定卡扣,以实际为准,PP,本色,零件,5
BOM - 烟墨黑色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031B101S,300Dx1138Wx598Hmm,黑色,5,BCDB35027223BH,Z05,LGS布抽底板28X35,275x345x3mm,MDF&无纺布,黑色,零件,1
BOM - 烟墨黑色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031B101S,300Dx1138Wx598Hmm,黑色,6,BC350282188BH,Y05,LGS布抽35x28x18.7,280x350x187mm,MDF&无纺布,黑色,零件,1
BOM - 烟墨黑色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031B101S,300Dx1138Wx598Hmm,黑色,7,LGS031YZKBH,C2,LGS031-右中框,576x290x15mm,Q195,黑砂纹,零件,1
BOM - 烟墨黑色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031B101S,300Dx1138Wx598Hmm,黑色,8,SLHGZY001BH,BR,280mm布抽条右,280x25x20mm,PP&GF40,黑色,零件,1
BOM - 烟墨黑色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031B101S,300Dx1138Wx598Hmm,黑色,9,LGS031ZZKBH,C1,LGS031-左中框,576x290x15mm,Q195,黑砂纹,零件,1
BOM - 烟墨黑色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031B101S,300Dx1138Wx598Hmm,黑色,10,LGS031CB101BH,A2,LGS031-层板,356x290x12mm,PB,黑色,零件,3
BOM - 烟墨黑色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031B101S,300Dx1138Wx598Hmm,黑色,11,LGS031ZYKBH,D,LGS031-左右侧框,576x290x15mm,Q195,黑砂纹,零件,2
BOM - 烟墨黑色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031B101S,300Dx1138Wx598Hmm,黑色,12,SLHGZZ001BH,BL,280mm布抽条左,280x25x20mm,PP&GF40,黑色,零件,1
BOM - 烟墨黑色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031B101S,300Dx1138Wx598Hmm,黑色,13,LGS031XHLBH,E,LGS031-顶部横杆,356x15x15mm,Q195,黑砂纹,零件,4
BOM - 烟墨黑色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031B101S,300Dx1138Wx598Hmm,黑色,14,LGS031PKXBH,无,LGS031-平口箱,1138×335×100mm,瓦楞纸,纸色,包材,1
BOM - 烟墨黑色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031B101S,300Dx1138Wx598Hmm,黑色,15,ZHJ505075,无,纸护角,50×50×75mm,瓦楞纸,纸色,包材,4
BOM - 烟墨黑色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031B101S,300Dx1138Wx598Hmm,黑色,16,LGS031ZK,无,纸卡,单瓦1100×60,瓦楞纸单瓦,纸色,包材,2
BOM - 烟墨黑色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031B101S,300Dx1138Wx598Hmm,黑色,17,LGS031PM001,无,泡沫,"20Kg,325×75×8mm",EPS泡沫,白色,包材,2
BOM - 烟墨黑色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031B101S,300Dx1138Wx598Hmm,黑色,18,LGS031PM002,无,泡沫,"16Kg,320×25×17mm",EPS泡沫,白色,包材,2
BOM - 烟墨黑色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031B101S,300Dx1138Wx598Hmm,黑色,19,PPHJ1285,无,PP护角,"内径高12mm,边厚度8.5mm",PP,黑色,包材,16
BOM - 烟墨黑色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031B101S,300Dx1138Wx598Hmm,黑色,20,JGB120052,无,警告标,120×52mm,不干胶纸,按样,包材,1
BOM - 烟墨黑色3列2层1抽开放式带灯带电布抽电视柜-45inch,LGS031B101S,300Dx1138Wx598Hmm,黑色,21,LGS031SMS,无,说明书,A4,铜版纸,黑白,包材,1
