产品名称,产品编号,整体尺寸,颜色版本,序号,物料编码,部件编号,物料名称,规格型号,材质,颜色,属性,数量
BOM - 复古色3列3层6抽开放式带灯带电布抽电视柜-45inch,LGS032K101S,300Dx1138Wx681Hmm,复古色,0,LGS032WJBBH,无,LGS032五金包,详见明细,无,黑色,零件,1
BOM - 复古色3列3层6抽开放式带灯带电布抽电视柜-45inch,LGS032K101S,300Dx1138Wx681Hmm,黑色,0,LGS032WJBBH,无,LGS032五金包,详见明细,无,黑色,零件,1
BOM - 复古色3列3层6抽开放式带灯带电布抽电视柜-45inch,LGS032K101S,300Dx1138Wx681Hmm,复古色,1,PC221BH,S,排插带尾插,英规-2AC+1USB+1 Type C插座,ABS,黑色,零件,1
BOM - 复古色3列3层6抽开放式带灯带电布抽电视柜-45inch,LGS032K101S,300Dx1138Wx681Hmm,复古色,2,LGS032DB101KD,A1,LGS032-S顶板,1138x300x12mm,PB,复古色,零件,1
BOM - 复古色3列3层6抽开放式带灯带电布抽电视柜-45inch,LGS032K101S,300Dx1138Wx681Hmm,复古色,3,LGS032CBSKD,A2,LGS032-S-中层板,356x290x12mm,PB,复古色,零件,1
BOM - 复古色3列3层6抽开放式带灯带电布抽电视柜-45inch,LGS032K101S,300Dx1138Wx681Hmm,复古色,4,LGS032CBXKD,A3,LGS032-S-底部层板,356x290x12mm,PB,复古色,零件,1
BOM - 复古色3列3层6抽开放式带灯带电布抽电视柜-45inch,LGS032K101S,300Dx1138Wx681Hmm,复古色,5,SLHGZZ001BH,BL,280mm布抽条左,280x25x20mm,PP&GF40,黑色,零件,6
BOM - 复古色3列3层6抽开放式带灯带电布抽电视柜-45inch,LGS032K101S,300Dx1138Wx681Hmm,复古色,6,SLHGZY001BH,BR,280mm布抽条右,280x25x20mm,PP&GF40,黑色,零件,6
BOM - 复古色3列3层6抽开放式带灯带电布抽电视柜-45inch,LGS032K101S,300Dx1138Wx681Hmm,复古色,7,LGS032ZZKBH,C1,LGS032-S-中框左,584x290x15mm,Q195,黑砂纹,零件,1
BOM - 复古色3列3层6抽开放式带灯带电布抽电视柜-45inch,LGS032K101S,300Dx1138Wx681Hmm,复古色,8,LGS032YZKBH,C2,LGS032-S-中框右,584x290x15mm,Q195,黑砂纹,零件,1
BOM - 复古色3列3层6抽开放式带灯带电布抽电视柜-45inch,LGS032K101S,300Dx1138Wx681Hmm,复古色,9,LGS032ZKBH,D,LGS032-S-左侧框,657x290x15mm,Q195,黑砂纹,零件,1
BOM - 复古色3列3层6抽开放式带灯带电布抽电视柜-45inch,LGS032K101S,300Dx1138Wx681Hmm,复古色,10,LGS032YKBH,E,LGS032-S-右侧框,657x290x15mm,Q195,黑砂纹,零件,1
BOM - 复古色3列3层6抽开放式带灯带电布抽电视柜-45inch,LGS032K101S,300Dx1138Wx681Hmm,复古色,11,LGS032XHLBH,F,LGS032-S-底部横杆后,1098x31x15mm,Q195,黑砂纹,零件,1
BOM - 复古色3列3层6抽开放式带灯带电布抽电视柜-45inch,LGS032K101S,300Dx1138Wx681Hmm,复古色,12,LGS032XQHLBH,G,LGS032-S-底部横杆前,1098x31x15mm,Q195,黑砂纹,零件,1
BOM - 复古色3列3层6抽开放式带灯带电布抽电视柜-45inch,LGS032K101S,300Dx1138Wx681Hmm,复古色,13,LGS032SHLBH,J,LGS032-S-顶部横杆,356x15x15mm,Q195,黑砂纹,零件,2
BOM - 复古色3列3层6抽开放式带灯带电布抽电视柜-45inch,LGS032K101S,300Dx1138Wx681Hmm,复古色,14,ZJG150654BH,M,51底脚,65x15x15mm,Q195,黑砂纹,零件,2
BOM - 复古色3列3层6抽开放式带灯带电布抽电视柜-45inch,LGS032K101S,300Dx1138Wx681Hmm,复古色,15,LG05254BH,X01,254拉杆,Ø5x254mm,Q195,黑砂纹,零件,2
BOM - 复古色3列3层6抽开放式带灯带电布抽电视柜-45inch,LGS032K101S,300Dx1138Wx681Hmm,复古色,16,BC350282188KD,Y05,LGS布抽35x28x18.7,350x280x187mm,MDF&无纺布,复古色,零件,6
BOM - 复古色3列3层6抽开放式带灯带电布抽电视柜-45inch,LGS032K101S,300Dx1138Wx681Hmm,复古色,17,BCDB35027223BH,Z05,LGS布抽底板28X35,345x275x3mm,MDF&无纺布,黑色,零件,6
BOM - 复古色3列3层6抽开放式带灯带电布抽电视柜-45inch,LGS032K101S,300Dx1138Wx681Hmm,复古色,18,DD0310,R,310-灯带,DC12V，SMD5050，310mm,FPCB,黑泊板,零件,1
BOM - 复古色3列3层6抽开放式带灯带电布抽电视柜-45inch,LGS032K101S,300Dx1138Wx681Hmm,复古色,19,DD0310,R1,自粘灯带固定卡扣,以实际为准,PP,本色,零件,5
BOM - 复古色3列3层6抽开放式带灯带电布抽电视柜-45inch,LGS032K101S,300Dx1138Wx681Hmm,复古色,20,LGS032PKXKD,无,LGS032-平口箱,1185×335×110mm,瓦楞纸,纸色,包材,1
