产品名称,产品编号,整体尺寸,颜色版本,序号,物料编码,部件编号,物料名称,规格型号,材质,颜色,属性,数量
BOM - 复古色4列3层11抽开放式带灯带电布抽电视柜-68inch,LGS043K101S,350Dx1738Wx679Hmm,复古色,1,PC221BH,S,排插带尾插,英规-2AC+1USB+1 Type C插座,ABS,黑色,零件,1
BOM - 复古色4列3层11抽开放式带灯带电布抽电视柜-68inch,LGS043K101S,350Dx1738Wx679Hmm,复古色,2,LGS043SHLBH,J,LGS043-S-顶部横杆,947x15x15mm,Q195,黑砂纹,零件,2
BOM - 复古色4列3层11抽开放式带灯带电布抽电视柜-68inch,LGS043K101S,350Dx1738Wx679Hmm,复古色,3,DD0900,R,900-灯带,DC12V，SMD5050，900mm,FPCB,黑泊板,零件,1
BOM - 复古色4列3层11抽开放式带灯带电布抽电视柜-68inch,LGS043K101S,350Dx1738Wx679Hmm,复古色,4,DD0900,R1,自粘灯带固定卡扣,以实际为准,PP,本色,零件,5
BOM - 复古色4列3层11抽开放式带灯带电布抽电视柜-68inch,LGS043K101S,350Dx1738Wx679Hmm,复古色,5,LGS043DB102KD,A1,LGS043-S-顶板右,869x350x12mm,PB,复古色,零件,1
BOM - 复古色4列3层11抽开放式带灯带电布抽电视柜-68inch,LGS043K101S,350Dx1738Wx679Hmm,复古色,6,LGS043YZKBH,C2,LGS043-S-中框右,657x335x15mm,Q195,黑砂纹,零件,1
BOM - 复古色4列3层11抽开放式带灯带电布抽电视柜-68inch,LGS043K101S,350Dx1738Wx679Hmm,复古色,7,SLHGZZ002BH,BL,325mm布抽条左,325x25x20mm,PP&GF40,黑色,零件,11
BOM - 复古色4列3层11抽开放式带灯带电布抽电视柜-68inch,LGS043K101S,350Dx1738Wx679Hmm,复古色,8,LGS043YKBH,E,LGS043-S-右侧框,657x335x15mm,Q195,黑砂纹,零件,1
BOM - 复古色4列3层11抽开放式带灯带电布抽电视柜-68inch,LGS043K101S,350Dx1738Wx679Hmm,复古色,9,SLHGZY002BH,BR,325mm布抽条右,325x25x20mm,PP&GF40,黑色,零件,11
BOM - 复古色4列3层11抽开放式带灯带电布抽电视柜-68inch,LGS043K101S,350Dx1738Wx679Hmm,复古色,10,LGS043ZYKHLBH,K,LGS043-S-侧框横杆,356x15x15mm,Q195,黑砂纹,零件,4
BOM - 复古色4列3层11抽开放式带灯带电布抽电视柜-68inch,LGS043K101S,350Dx1738Wx679Hmm,复古色,11,BC350317188BH,Z06,LGS布抽底板32.5X35,345x320x3mm,MDF&无纺布,黑色,零件,6
BOM - 复古色4列3层11抽开放式带灯带电布抽电视柜-68inch,LGS043K101S,350Dx1738Wx679Hmm,复古色,12,BC350327188KD,Y14,LGS布抽35x32.5x18.7,350x325x187mm,MDF&无纺布,复古色,零件,6
BOM - 复古色4列3层11抽开放式带灯带电布抽电视柜-68inch,LGS043K101S,350Dx1738Wx679Hmm,复古色,13,BC300317188BH,Z03,LGS布抽底板32.5X30,295x320x3mm,MDF&无纺布,黑色,零件,3
BOM - 复古色4列3层11抽开放式带灯带电布抽电视柜-68inch,LGS043K101S,350Dx1738Wx679Hmm,复古色,14,BC300327188KD,Y15,LGS布抽30x32.5x14.8,300x325x148mm,MDF&无纺布,复古色,零件,3
BOM - 复古色4列3层11抽开放式带灯带电布抽电视柜-68inch,LGS043K101S,350Dx1738Wx679Hmm,复古色,15,BC460327188KD,Y06,LGS布抽46x32.5x18.7,460x325x187mm,MDF&无纺布,复古色,零件,2
BOM - 复古色4列3层11抽开放式带灯带电布抽电视柜-68inch,LGS043K101S,350Dx1738Wx679Hmm,复古色,16,BC460317188BH,Z08,LGS布抽底板32.5X46,455x320x3mm,MDF&无纺布,黑色,零件,2
