产品名称,产品编号,整体尺寸,颜色版本,序号,物料编码,部件编号,物料名称,规格型号,材质,颜色,属性,数量
BOM - LGS434-3列3层灯电款开放空间8抽斗柜-57inch,LGS434WH02S,350Dx1468Wx681Hmm,白色,0,LGS434WJBWH,无,LGS434五金包,详见明细,无,黑色,零件,1
BOM - LGS434-3列3层灯电款开放空间8抽斗柜-57inch,LGS434WH02S,350Dx1468Wx681Hmm,黑色,0,LGS434WJBBH,无,LGS434五金包,详见明细,无,黑色,零件,1
BOM - LGS434-3列3层灯电款开放空间8抽斗柜-57inch,LGS434WH02S,350Dx1468Wx681Hmm,白色,1,LG05254WH,X01,254拉杆,Ø5x254mm,Q195,白砂纹,零件,2
BOM - LGS434-3列3层灯电款开放空间8抽斗柜-57inch,LGS434WH02S,350Dx1468Wx681Hmm,白色,2,SLHGZZ002WH,BL,325mm布抽条左,325x25x23mm,PP&GF40,白色,零件,8
BOM - LGS434-3列3层灯电款开放空间8抽斗柜-57inch,LGS434WH02S,350Dx1468Wx681Hmm,白色,3,SLHGZY002WH,BR,325mm布抽条右,325x25x23mm,PP&GF40,白色,零件,8
BOM - LGS434-3列3层灯电款开放空间8抽斗柜-57inch,LGS434WH02S,350Dx1468Wx681Hmm,白色,4,ZJG150654WH,M,54底脚,70x15x15,Q195,白砂纹,零件,2
BOM - LGS434-3列3层灯电款开放空间8抽斗柜-57inch,LGS434WH02S,350Dx1468Wx681Hmm,白色,5,DD0650,R,650-灯带,"DC12V, SMD5050, 650mm",FPCB,黑泊板,零件,1
BOM - LGS434-3列3层灯电款开放空间8抽斗柜-57inch,LGS434WH02S,350Dx1468Wx681Hmm,白色,6,DD0650,R1,自粘灯带固定卡扣,以实际为准,PP,白色,零件,5
BOM - LGS434-3列3层灯电款开放空间8抽斗柜-57inch,LGS434WH02S,350Dx1468Wx681Hmm,白色,7,LGS434XZQSLWH,L2,LGS333_334_433_434中竖梁-前,391x15x15mm,Q195,白砂纹,零件,2
BOM - LGS434-3列3层灯电款开放空间8抽斗柜-57inch,LGS434WH02S,350Dx1468Wx681Hmm,白色,8,LGS434XZHSLWH,L1,LGS333_334_433_434中竖梁-后,391x15x15mm,Q195,白砂纹,零件,2
BOM - LGS434-3列3层灯电款开放空间8抽斗柜-57inch,LGS434WH02S,350Dx1468Wx681Hmm,白色,9,LGS334XQYHLWH,K1,LGS334_434_834-底部横杆右-前_组件,708x15x15mm,Q195,白砂纹,零件,1
BOM - LGS434-3列3层灯电款开放空间8抽斗柜-57inch,LGS434WH02S,350Dx1468Wx681Hmm,白色,10,LGS334XHYHLWH,K2,LGS334_434_834-底部横杆右-后_组件,708x15x15mm,Q195,白砂纹,零件,1
BOM - LGS434-3列3层灯电款开放空间8抽斗柜-57inch,LGS434WH02S,350Dx1468Wx681Hmm,白色,11,LGS334XQZHLWH,J1,LGS334_434_834-底部横杆左-前,760x15x15mm,Q195,白砂纹,零件,1
BOM - LGS434-3列3层灯电款开放空间8抽斗柜-57inch,LGS434WH02S,350Dx1468Wx681Hmm,白色,12,LGS334XHZHLWH,J2,LGS334_434_834-底部横杆左-后,760x15x15mm,Q195,白砂纹,零件,1
BOM - LGS434-3列3层灯电款开放空间8抽斗柜-57inch,LGS434WH02S,350Dx1468Wx681Hmm,白色,13,LGS434YKWH,F,LGS334_434右侧框,659x335x15mm,Q195,白砂纹,零件,1
BOM - LGS434-3列3层灯电款开放空间8抽斗柜-57inch,LGS434WH02S,350Dx1468Wx681Hmm,白色,14,LGS434ZKWH,E,LGS334_434左侧框,659x335x15mm,Q195,白砂纹,零件,1
BOM - LGS434-3列3层灯电款开放空间8抽斗柜-57inch,LGS434WH02S,350Dx1468Wx681Hmm,白色,15,LGS434SQZHLDEPWH,T1,LGS434-中部横杆左-前_组件,754x31x15mm,Q195,白砂纹,零件,1
BOM - LGS434-3列3层灯电款开放空间8抽斗柜-57inch,LGS434WH02S,350Dx1468Wx681Hmm,白色,16,LGS434SHZHLDEPWH,T2,LGS434-中部横杆左-后_组件,754x31x15mm,Q195,白砂纹,零件,1
BOM - LGS434-3列3层灯电款开放空间8抽斗柜-57inch,LGS434WH02S,350Dx1468Wx681Hmm,白色,17,LGS434DB201WH,A,LGS434-左顶板,734x350x12mm,PB,白色,零件,1
BOM - LGS434-3列3层灯电款开放空间8抽斗柜-57inch,LGS434WH02S,350Dx1468Wx681Hmm,白色,18,LGS434SQYHLDEPWH,U1,LGS434中部横杆右-前,714x31x15mm,Q195,白砂纹,零件,1
BOM - LGS434-3列3层灯电款开放空间8抽斗柜-57inch,LGS434WH02S,350Dx1468Wx681Hmm,白色,19,LGS434SHYHLDEPWH,U2,LGS434中部横杆右-后,714x31x15mm,Q195,白砂纹,零件,1
BOM - LGS434-3列3层灯电款开放空间8抽斗柜-57inch,LGS434WH02S,350Dx1468Wx681Hmm,白色,20,LGS434DB202WH,C,LGS434右顶板,734x350x12mm,PB,白色,零件,1
BOM - LGS434-3列3层灯电款开放空间8抽斗柜-57inch,LGS434WH02S,350Dx1468Wx681Hmm,白色,21,LGS434CB101WH,D,LGS434层板,706x335x12mm,PB,白色,零件,1
BOM - LGS434-3列3层灯电款开放空间8抽斗柜-57inch,LGS434WH02S,350Dx1468Wx681Hmm,白色,22,LGS434SZKWH,I2,LGS434支撑框-右,335x178x15mm,Q195,白砂纹,零件,1
BOM - LGS434-3列3层灯电款开放空间8抽斗柜-57inch,LGS434WH02S,350Dx1468Wx681Hmm,白色,23,LGS434SZKWH,I1,LGS434支撑框-左,335x178x15mm,Q195,白砂纹,零件,1
