产品名称,产品编号,整体尺寸,颜色版本,序号,物料编码,部件编号,物料名称,规格型号,材质,颜色,属性,数量
BOM - LGS233-3列3层9抽-68inch,LGS233BH02S,350Dx1738Wx681Hmm,黑色,18,LGS233ZFXBH,无,中封箱,955×565×115mm,瓦楞纸,纸色,包材,1
BOM - LGS233-3列3层9抽-68inch,LGS233BH02S,350Dx1738Wx681Hmm,黑色,19,ZHJ5050100,无,纸护角,50×50×100mm,瓦楞纸,纸色,包材,4
BOM - LGS233-3列3层9抽-68inch,LGS233BH02S,350Dx1738Wx681Hmm,黑色,20,SCPPHJ505030,无,双层PP护角,50×50×30mm,PP,黑色,包材,4
BOM - LGS233-3列3层9抽-68inch,LGS233BH02S,350Dx1738Wx681Hmm,黑色,21,LGS233PM001,无,泡沫,"20kg,552×100×10mm",EPS泡沫,白色,包材,2
BOM - LGS233-3列3层9抽-68inch,LGS233BH02S,350Dx1738Wx681Hmm,黑色,22,LGS233ZK,无,纸卡,单瓦925×60mm,瓦楞纸单瓦,纸色,包材,1
BOM - LGS233-3列3层9抽-68inch,LGS233BH02S,350Dx1738Wx681Hmm,黑色,23,LGS233SMS,无,说明书,A4,铜版纸,黑白,包材,1
BOM - LGS233-3列3层9抽-68inch,LGS233BH02S,350Dx1738Wx681Hmm,黑色,24,XHBBL010,无,序号标BL,∅10mm,不干胶纸,白底黑字,包材,1
BOM - LGS233-3列3层9抽-68inch,LGS233BH02S,350Dx1738Wx681Hmm,黑色,25,XHBBR010,无,序号标BR,∅10mm,不干胶纸,白底黑字,包材,1
BOM - LGS233-3列3层9抽-68inch,LGS233BH02S,350Dx1738Wx681Hmm,黑色,26,JGB120052,无,警告标,120×52mm,不干胶纸,按样,包材,1
BOM - LGS233-3列3层9抽-68inch,LGS233BH02S,350Dx1738Wx681Hmm,黑色,1,LNSLSD65254BZ,1,L型内六角带十字螺丝刀,S4,#10,镀锌,五金包,1
BOM - LGS233-3列3层9抽-68inch,LGS233BH02S,350Dx1738Wx681Hmm,黑色,2,NLPLS6022BH,2,M6x22内六角螺丝,M6x22mm,#10,黑色,五金包,20+2
BOM - LGS233-3列3层9抽-68inch,LGS233BH02S,350Dx1738Wx681Hmm,黑色,3,NLPLS6010BH,3,M6x10内六角螺丝,M6x10mm,#10,黑色,五金包,10+2
BOM - LGS233-3列3层9抽-68inch,LGS233BH02S,350Dx1738Wx681Hmm,黑色,4,BCLS129228BH,4,把手,129x22x8mm,PP&GF40,黑色,五金包,9
BOM - LGS233-3列3层9抽-68inch,LGS233BH02S,350Dx1738Wx681Hmm,黑色,5,ZGLS4010CZ,5,ST4x10圆头十字自攻螺丝,ST4x10mm,#10,黑色,五金包,18+2
BOM - LGS233-3列3层9抽-68inch,LGS233BH02S,350Dx1738Wx681Hmm,黑色,6,SLPZLS6030WH,6,塑料膨胀螺丝,6x30mm,PP,白色,五金包,2
BOM - LGS233-3列3层9抽-68inch,LGS233BH02S,350Dx1738Wx681Hmm,黑色,7,ZGLS3560BH,6,自攻螺丝,M3.5*60mm,#10,黑色,五金包,2
BOM - LGS233-3列3层9抽-68inch,LGS233BH02S,350Dx1738Wx681Hmm,黑色,8,TZJD629825BH,7,10-底脚,M6x10mm,PP&镀锌碳钢,黑色,五金包,8
BOM - LGS233-3列3层9抽-68inch,LGS233BH02S,350Dx1738Wx681Hmm,黑色,9,NLDP15508020BH,8,尼龙垫片,外径15.5×内孔8.0×厚2.0mm,PP,黑色,五金包,4
BOM - LGS233-3列3层9抽-68inch,LGS233BH02S,350Dx1738Wx681Hmm,黑色,10,MS6030YS,9,6x30木榫,Ø6x30mm,木,木色,五金包,3
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,1,LG05254BH,X01,254拉杆,Ø5x254mm,Q195,黑砂纹,零件,2
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,2,SLHGZZ002BH,BL,325mm布抽条左,325x25x23mm,PP&GF40,黑色,零件,9
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,3,SLHGZY002BH,BR,325mm布抽条右,325x25x23mm,PP&GF40,黑色,零件,9
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,4,ZJG150654BH,M,54底脚(螺纹长23mm),80x15x15,Q195,黑砂纹,零件,4
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,5,LG05595BH,X02,595拉杆,Ø5x595mm,Q195,黑砂纹,零件,2
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,6,LGS233ZYKBH,C,LGS133_233中框,584x335x15mm,Q195,黑砂纹,零件,2
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,7,LGS233XQYHLBH,G,LGS233-底部横杆右-前,849x15x15mm,Q195,黑砂纹,零件,1
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,8,LGS233XHYHLBH,F,LGS233-底部横杆右-后,849x15x15mm,Q195,黑砂纹,零件,1
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,9,LGS233XQZHLBH,K,LGS233-底部横杆左-前_组件,889x15x15mm,Q195,黑砂纹,零件,1
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,10,LGS233XHZHLBH,J,LGS233-底部横杆左-后_组件,889x15x15mm,Q195,黑砂纹,零件,1
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,11,LGS233DB201KD,A,LGS233-顶面板,869x350x12mm,PB,复古色,零件,2
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,12,LGS233YKBH,E,LGS233右侧框,659x335x15mm,Q195,黑砂纹,零件,1
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,13,LGS233ZKBH,D,LGS233左侧框,659x335x15mm,Q195,黑砂纹,零件,1
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,14,LGS233SZQHLBH,S,LGS233顶部横杆,556x15x15mm,Q195,黑砂纹,零件,2
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,15,BC548327171KD,Y09,LGS布抽55x32.5x17.3,325x550x173mm,MDF&无纺布,复古色,零件,1
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,16,BC548327186KD,Y08,LGS布抽55x32.5x18.7,325x550x188mm,MDF&无纺布,复古色,零件,8
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,17,BCDB53831725BH,Z09,LGS布抽底板32.5x55,320x545x3mm,MDF&无纺布,黑色,零件,9
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,18,LGS233ZFXKD,无,中封箱,955×565×115mm,瓦楞纸,纸色,包材,1
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,19,ZHJ5050100,无,纸护角,50×50×100mm,瓦楞纸,纸色,包材,4
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,20,SCPPHJ505030,无,双层PP护角,50×50×30mm,PP,黑色,包材,4
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,21,LGS233PM001,无,泡沫,"20kg,552×100×10mm",EPS泡沫,白色,包材,2
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,22,LGS233ZK,无,纸卡,单瓦925×60mm,瓦楞纸单瓦,纸色,包材,1
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,23,LGS233SMS,无,说明书,A4,铜版纸,黑白,包材,1
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,24,XHBBL010,无,序号标BL,∅10mm,不干胶纸,白底黑字,包材,1
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,25,XHBBR010,无,序号标BR,∅10mm,不干胶纸,白底黑字,包材,1
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,26,JGB120052,无,警告标,120×52mm,不干胶纸,按样,包材,1
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,1,LNSLSD65254BZ,1,L型内六角带十字螺丝刀,S4,#10,镀锌,五金包,1
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,2,NLPLS6022BH,2,M6x22内六角螺丝,M6x22mm,#10,黑色,五金包,20+2
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,3,NLPLS6010BH,3,M6x10内六角螺丝,M6x10mm,#10,黑色,五金包,10+2
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,4,BCLS129228BH,4,把手,129x22x8mm,PP&GF40,黑色,五金包,9
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,5,ZGLS4010CZ,5,ST4x10圆头十字自攻螺丝,ST4x10mm,#10,黑色,五金包,18+2
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,6,SLPZLS6030WH,6,塑料膨胀螺丝,6x30mm,PP,白色,五金包,2
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,7,ZGLS3560BH,6,自攻螺丝,M3.5*60mm,#10,黑色,五金包,2
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,8,TZJD629825BH,7,10-底脚,M6x10mm,PP&镀锌碳钢,黑色,五金包,8
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,9,NLDP15508020BH,8,尼龙垫片,外径15.5×内孔8.0×厚2.0mm,PP,黑色,五金包,4
BOM - LGS233-3列3层9抽-68inch,LGS233KD02S,350Dx1738Wx681Hmm,复古色,10,MS6030YS,9,6x30木榫,Ø6x30mm,木,木色,五金包,3
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,1,LG05254WH,X01,254拉杆,Ø5x254mm,Q195,白砂纹,零件,2
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,2,SLHGZZ002WH,BL,325mm布抽条左,325x25x23mm,PP&GF40,白色,零件,9
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,3,SLHGZY002WH,BR,325mm布抽条右,325x25x23mm,PP&GF40,白色,零件,9
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,4,ZJG150654WH,M,54底脚(螺纹长23mm),80x15x15,Q195,白砂纹,零件,4
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,5,LG05595WH,X02,595拉杆,Ø5x595mm,Q195,白砂纹,零件,2
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,6,LGS233ZYKWH,C,LGS133_233中框,584x335x15mm,Q195,白砂纹,零件,2
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,7,LGS233XQYHLWH,G,LGS233-底部横杆右-前,849x15x15mm,Q195,白砂纹,零件,1
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,8,LGS233XHYHLWH,F,LGS233-底部横杆右-后,849x15x15mm,Q195,白砂纹,零件,1
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,9,LGS233XQZHLWH,K,LGS233-底部横杆左-前_组件,889x15x15mm,Q195,白砂纹,零件,1
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,10,LGS233XHZHLWH,J,LGS233-底部横杆左-后_组件,889x15x15mm,Q195,白砂纹,零件,1
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,11,LGS233DB201WH,A,LGS233-顶面板,869x350x12mm,PB,白色,零件,2
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,12,LGS233YKWH,E,LGS233右侧框,659x335x15mm,Q195,白砂纹,零件,1
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,13,LGS233ZKWH,D,LGS233左侧框,659x335x15mm,Q195,白砂纹,零件,1
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,14,LGS233SZQHLWH,S,LGS233顶部横杆,556x15x15mm,Q195,白砂纹,零件,2
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,15,BC548327171WH,Y09,LGS布抽55x32.5x17.3,325x550x173mm,MDF&无纺布,白色,零件,1
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,16,BC548327186WH,Y08,LGS布抽55x32.5x18.7,325x550x188mm,MDF&无纺布,白色,零件,8
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,17,BCDB53831725WH,Z09,LGS布抽底板32.5x55,320x545x3mm,MDF&无纺布,白色,零件,9
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,18,LGS233ZFXWH,无,中封箱,955×565×115mm,瓦楞纸,纸色,包材,1
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,19,ZHJ5050100,无,纸护角,50×50×100mm,瓦楞纸,纸色,包材,4
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,20,SCPPHJ505030,无,双层PP护角,50×50×30mm,PP,黑色,包材,4
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,21,LGS233PM001,无,泡沫,"20kg,552×100×10mm",EPS泡沫,白色,包材,2
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,22,LGS233ZK,无,纸卡,单瓦925×60mm,瓦楞纸单瓦,纸色,包材,1
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,23,LGS233SMS,无,说明书,A4,铜版纸,黑白,包材,1
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,24,XHBBL010,无,序号标BL,∅10mm,不干胶纸,白底黑字,包材,1
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,25,XHBBR010,无,序号标BR,∅10mm,不干胶纸,白底黑字,包材,1
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,26,JGB120052,无,警告标,120×52mm,不干胶纸,按样,包材,1
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,1,LNSLSD65254BZ,1,L型内六角带十字螺丝刀,S4,#10,镀锌,五金包,1
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,2,NLPLS6022BZ,2,M6x22内六角螺丝,M6x22mm,#10,镀锌,五金包,20+2
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,3,NLPLS6010BZ,3,M6x10内六角螺丝,M6x10mm,#10,镀锌,五金包,10+2
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,4,BCLS129228WH,4,把手,129x22x8mm,PP&GF40,白色,五金包,9
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,5,ZGLS4010CZ,5,ST4x10圆头十字自攻螺丝,ST4x10mm,#10,镀锌,五金包,18+2
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,6,SLPZLS6030WH,6,塑料膨胀螺丝,6x30mm,PP,镀锌,五金包,2
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,7,ZGLS3560BH,6,自攻螺丝,M3.5*60mm,#10,镀锌,五金包,2
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,8,TZJD629825WH,7,10-底脚,M6x10mm,PP&镀锌碳钢,白色,五金包,8
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,9,NLDP15508020BH,8,尼龙垫片,外径15.5×内孔8.0×厚2.0mm,PP,白色,五金包,4
BOM - LGS233-3列3层9抽-68inch,LGS233WH02S,350Dx1738Wx681Hmm,白色,10,MS6030YS,9,6x30木榫,Ø6x30mm,木,木色,五金包,3
