产品名称,产品编号,整体尺寸,颜色版本,序号,物料编码,部件编号,物料名称,规格型号,材质,颜色,属性,数量
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,10,LGS132SQYHLBH,F2,LGS132-S-底部横杆右-前,764x15x15mm,Q195,黑砂纹,零件,1
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,11,ZJG150654BH,M,51底脚,65x15x15mm,Q195,黑砂纹,零件,2
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,12,BCDB46031723BH,Z08,LGS-布抽底板32.5X46,455x320x3mm,MDF&无纺布,黑色,零件,6
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,13,BC460327188BH,Y06,LGS布抽46x32.5x18.7,460x325x187mm,MDF&无纺布,黑色,零件,6
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,14,LGS132CBXBH,A4,LGS132-S-底层板,466x335x12mm,PB,黑色,零件,1
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,15,LGS132SQZHLBH,G2,LGS132-S底部横杆左-前_组件,704x31x15mm,Q195,黑砂纹,零件,1
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,16,SLHGZY002BH,BR,325mm布抽条右,325x25x20mm,PP&GF40,黑色,零件,6
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,17,LGS132XHZHLBH,G1,LGS132-S底部横杆左-后_组件,704x31x15mm,Q195,黑砂纹,零件,1
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,18,LG05254BH,X01,254拉杆,Ø5x254mm,Q195,黑砂纹,零件,2
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,19,LGS132ZKBH,D,LGS132_232-S-侧框左,657x335x15mm,Q195,黑砂纹,零件,1
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,20,LGS132ZZKBH,C1,LGS132_232-S-中框左,584x335x15mm,Q195,黑砂纹,零件,1
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,21,LGS132CBSBH,A3,LGS132-S-中层板,466x335x12mm,PB,黑色,零件,1
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,22,LGS132SHLBH,J,LGS132-S-顶部横杆,466x15x15mm,Q195,黑砂纹,零件,2
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,23,LGS132ZFXBH,无,中封箱,1020×380×135mm,瓦楞纸,纸色,包材,1
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,24,ZHJ5050120,无,纸护角,50×50×120mm,瓦楞纸,纸色,包材,4
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,25,LGS132ZK,无,纸卡,单瓦990×60,瓦楞纸单瓦,纸色,包材,1
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,26,LGS132PM001,无,泡沫,"16Kg,350×190×36mm",EPS泡沫,白色,包材,1
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,27,LGS132PM002,无,泡沫,"16Kg,367×120×10mm",EPS泡沫,白色,包材,2
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,28,PPHJ1285,无,PP护角,"内径高12mm,边厚度8.5mm",PP,黑色,包材,8
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,29,SCPPHJ505030,无,双层PP护角,50×50×30mm,PP,黑色,包材,4
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,30,XHBBL010,无,序号标BL,∅10mm,不干胶纸,白底黑字,包材,1
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,31,XHBBR010,无,序号标BR,∅10mm,不干胶纸,白底黑字,包材,1
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,32,JGB120052,无,警告标,120×52mm,不干胶纸,按样,包材,1
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,33,LGS132SMS,无,说明书,A4,铜版纸,黑白,包材,1
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,1,TZJD629825BH,1,10-底脚,M6x10mm,PP&镀锌碳钢,黑色,五金包,6
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,2,BCLS129228BH,2,把手,129x22x8mm,PP&GF40,黑色,五金包,6
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,3,NLPLS6022BZ,3,M6X22内六角螺丝,M6x22mm,#10,黑色,五金包,24+2
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,4,GSSNZGLS5040BZ,4,ST5X38内六角过山丝,Ø5x38mm,#10,黑色,五金包,4+1
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,5,NLPLS6010BZ,5,M6X10内六角螺丝,M6x10,#10,黑色,五金包,10+2
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,6,ZGLS4010CZ,6,ST4X10圆头十字自攻螺丝,ST4x10mm,#10,黑色,五金包,12+2
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,7,PTZGLS6308BZ,7,ST3.5X12平头十字自攻螺丝,ST3.5x12mm,#10,黑色,五金包,2
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,8,SLPZLS6030WH,8,塑料膨胀螺丝,6x30mm,PP,白色,五金包,2
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,9,ZGLS3560BH,8,自攻螺丝,M3.5*60mm,#10,黑色,五金包,2
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,10,LNSLSD65254BZ,9,L型内六角带十字螺丝刀,S4,#10,镀锌,五金包,1
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,11,LNBS57253BZ,10,L型内六角扳手,S3,#10,镀锌,五金包,1
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,12,NLDP15508020BH,11,尼龙垫片,外径15.5×内孔8.0×厚2.0mm,PP,黑色,五金包,2
BOM - 烟墨黑3列3层6抽开放式带灯带电布抽电视柜-57inch,LGS132B101S,350Dx1468Wx679Hmm,黑色,13,MS6030YS,12,6X30木榫,Ø6x30mm,木,本色,五金包,3
