产品名称,产品编号,整体尺寸,颜色版本,序号,物料编码,部件编号,物料名称,规格型号,材质,颜色,属性,数量
BOM - 复古色3列3层6抽开放式带灯带电布抽电视柜-68inch,LGS232K101S,350Dx1738Wx679Hmm,复古色,1,LGS232SHLBH,J,LGS232-S-顶部横杆,556x15x15mm,Q195,黑砂纹,零件,2
BOM - 复古色3列3层6抽开放式带灯带电布抽电视柜-68inch,LGS232K101S,350Dx1738Wx679Hmm,复古色,2,PC221BH,S,排插带尾插,英规-2AC+1USB+1 Type C插座,ABS,黑色,零件,1
BOM - 复古色3列3层6抽开放式带灯带电布抽电视柜-68inch,LGS232K101S,350Dx1738Wx679Hmm,复古色,3,DD0500,R,500-灯带,DC12V，SMD5050，500mm,FPCB,黑泊板,零件,1
BOM - 复古色3列3层6抽开放式带灯带电布抽电视柜-68inch,LGS232K101S,350Dx1738Wx679Hmm,复古色,4,DD0500,R1,自粘灯带固定卡扣,以实际为准,PP,本色,零件,5
BOM - 复古色3列3层6抽开放式带灯带电布抽电视柜-68inch,LGS232K101S,350Dx1738Wx679Hmm,复古色,5,LGS232YZKBH,C2,LGS232_132-S-中框右,584x335x15mm,Q195,黑砂纹,零件,1
BOM - 复古色3列3层6抽开放式带灯带电布抽电视柜-68inch,LGS232K101S,350Dx1738Wx679Hmm,复古色,6,LGS232DB102KD,A1,LGS232-S-右顶板,869x350x12mm,PB,复古色,零件,1
BOM - 复古色3列3层6抽开放式带灯带电布抽电视柜-68inch,LGS232K101S,350Dx1738Wx679Hmm,复古色,7,LGS232YKBH,E,LGS232_132-S-侧框右,657x335x15mm,Q195,黑砂纹,零件,1
BOM - 复古色3列3层6抽开放式带灯带电布抽电视柜-68inch,LGS232K101S,350Dx1738Wx679Hmm,复古色,8,SLHGZZ002BH,BL,325mm布抽条左,325x25x20mm,PP&GF40,黑色,零件,6
BOM - 复古色3列3层6抽开放式带灯带电布抽电视柜-68inch,LGS232K101S,350Dx1738Wx679Hmm,复古色,9,LGS232XHYHLBH,F1,LGS232-S-底部横杆右-后,899x31x15mm,Q195,黑砂纹,零件,1
BOM - 复古色3列3层6抽开放式带灯带电布抽电视柜-68inch,LGS232K101S,350Dx1738Wx679Hmm,复古色,10,LGS232SQYHLBH,F2,LGS232-S-底部横杆右-前,899x31x15mm,Q195,黑砂纹,零件,1
