产品名称,产品编号,整体尺寸,颜色版本,序号,物料编码,部件编号,物料名称,规格型号,材质,颜色,属性,数量
BOM - LGS833-3列3层开放层架带灯带电6抽斗柜-45inch,LGS833KD02S,300Dx1138Wx681Hmm,复古色,0,LGS833WJBBH,无,LGS833五金包,详见明细,无,黑色,零件,1
BOM - LGS833-3列3层开放层架带灯带电6抽斗柜-45inch,LGS833KD02S,300Dx1138Wx681Hmm,白色,0,LGS833WJBWH,无,LGS833五金包,详见明细,无,黑色,零件,1
BOM - LGS833-3列3层开放层架带灯带电6抽斗柜-45inch,LGS833KD02S,300Dx1138Wx681Hmm,黑色,0,LGS833WJBBH,无,LGS833五金包,详见明细,无,黑色,零件,1
BOM - LGS833-3列3层开放层架带灯带电6抽斗柜-45inch,LGS833KD02S,300Dx1138Wx681Hmm,复古色,1,DD1050,R,1050-灯带,"DC12V, SMD5050, 1050mm",FPCB,黑泊板,零件,1
BOM - LGS833-3列3层开放层架带灯带电6抽斗柜-45inch,LGS833KD02S,300Dx1138Wx681Hmm,复古色,2,DD1050,R1,自粘灯带固定卡扣,以实际为准,PP,本色,零件,5
BOM - LGS833-3列3层开放层架带灯带电6抽斗柜-45inch,LGS833KD02S,300Dx1138Wx681Hmm,复古色,3,LG05254BH,X01,254拉杆,Ø5x254mm,Q195,黑砂纹,零件,2
BOM - LGS833-3列3层开放层架带灯带电6抽斗柜-45inch,LGS833KD02S,300Dx1138Wx681Hmm,复古色,4,SLHGZZ001BH,BL,280mm布抽条左,280x25x23mm,PP&GF40,黑色,零件,6
BOM - LGS833-3列3层开放层架带灯带电6抽斗柜-45inch,LGS833KD02S,300Dx1138Wx681Hmm,复古色,5,SLHGZY001BH,BR,280mm布抽条右,280x25x23mm,PP&GF40,黑色,零件,6
BOM - LGS833-3列3层开放层架带灯带电6抽斗柜-45inch,LGS833KD02S,300Dx1138Wx681Hmm,复古色,6,ZJG150654BH,M,54底脚,70x15x15,Q195,黑砂纹,零件,2
BOM - LGS833-3列3层开放层架带灯带电6抽斗柜-45inch,LGS833KD02S,300Dx1138Wx681Hmm,复古色,7,LGS333XQHLBH,G,LGS333_433_733_833底部横杆前,1098x15x15mm,Q195,黑砂纹,零件,1
BOM - LGS833-3列3层开放层架带灯带电6抽斗柜-45inch,LGS833KD02S,300Dx1138Wx681Hmm,复古色,8,LGS333XHHLBH,F,LGS333_433_733_833底部横杆后,1098x15x15mm,Q195,黑砂纹,零件,1
BOM - LGS833-3列3层开放层架带灯带电6抽斗柜-45inch,LGS833KD02S,300Dx1138Wx681Hmm,复古色,9,LGS833CB101KD,A2,LGS833-层板,1098x300x12mm,PB,复古色,零件,1
BOM - LGS833-3列3层开放层架带灯带电6抽斗柜-45inch,LGS833KD02S,300Dx1138Wx681Hmm,复古色,10,LGS833DB101KD,A1,LGS833-顶面板,1138x300x12mm,PB,复古色,零件,1
BOM - LGS833-3列3层开放层架带灯带电6抽斗柜-45inch,LGS833KD02S,300Dx1138Wx681Hmm,复古色,11,LGS833ZYKBH,C,LGS833中框,391x290x15mm,Q195,黑砂纹,零件,2
BOM - LGS833-3列3层开放层架带灯带电6抽斗柜-45inch,LGS833KD02S,300Dx1138Wx681Hmm,复古色,12,LGS833YKBH,E,LGS833右侧框,659x290x15mm,Q195,黑砂纹,零件,1
BOM - LGS833-3列3层开放层架带灯带电6抽斗柜-45inch,LGS833KD02S,300Dx1138Wx681Hmm,复古色,13,LGS833ZKBH,D,LGS833左侧框,659x290x15mm,Q195,黑砂纹,零件,1
BOM - LGS833-3列3层开放层架带灯带电6抽斗柜-45inch,LGS833KD02S,300Dx1138Wx681Hmm,复古色,14,LGS833SQHLBH,J,LGS833顶部横杆,1098x15x15mm,Q195,黑砂纹,零件,2
BOM - LGS833-3列3层开放层架带灯带电6抽斗柜-45inch,LGS833KD02S,300Dx1138Wx681Hmm,复古色,15,BC348282186KD,Y05,LGS布抽35x28x18.7,350x280x187mm,MDF&无纺布,复古色,零件,6
BOM - LGS833-3列3层开放层架带灯带电6抽斗柜-45inch,LGS833KD02S,300Dx1138Wx681Hmm,复古色,16,BCDB33827223BH,Z05,LGS布抽底板28x35,345x275x3mm,MDF&无纺布,黑色,零件,6
BOM - LGS833-3列3层开放层架带灯带电6抽斗柜-45inch,LGS833KD02S,300Dx1138Wx681Hmm,复古色,17,PC221BH,S,排插带尾插,英规-2AC+1USB+1TypeC插座,ABS,黑色,零件,1
BOM - LGS833-3列3层开放层架带灯带电6抽斗柜-45inch,LGS833KD02S,300Dx1138Wx681Hmm,复古色,18,LGS833PKXKD,无,平口箱,1185×330×110mm,瓦楞纸,纸色,包材,1
BOM - LGS833-3列3层开放层架带灯带电6抽斗柜-45inch,LGS833KD02S,300Dx1138Wx681Hmm,复古色,19,ZHJ5050100,无,纸护角,50×50×100mm,瓦楞纸,纸色,包材,4
BOM - LGS833-3列3层开放层架带灯带电6抽斗柜-45inch,LGS833KD02S,300Dx1138Wx681Hmm,复古色,20,PPHJ1285,无,PP护角,"内径高12mm,边厚度8.5mm",PP,黑色,包材,8
BOM - LGS833-3列3层开放层架带灯带电6抽斗柜-45inch,LGS833KD02S,300Dx1138Wx681Hmm,复古色,21,LGS833PM001,无,泡沫,"20kg,320×100×8mm",EPS泡沫,白色,包材,2
BOM - LGS833-3列3层开放层架带灯带电6抽斗柜-45inch,LGS833KD02S,300Dx1138Wx681Hmm,复古色,22,LGS833PM002,无,泡沫,"16kg,300×35×20mm",EPS泡沫,白色,包材,1
